mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	staff_text	tempo	qpm	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
41	41	327/2	327/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	853										
41	41	655/4	655/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	854										
41	41	160	160	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	855										
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	856										
41	41	161	161	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	857										
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	858										
41	41	162	162	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	859	-bis:									
41	41	160	160	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	860										
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	861										
41	41	161	161	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	862										
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	863	--									
41	41	162	162	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	864										
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	865	bis:									
41	41	160	160	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	866										
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	867										
41	41	161	161	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	868										
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	869										
41	41	162	162	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	870										
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	871										
41	41	163	163	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	872										
41	41	327/2	327/2	0.25	7/8	7/8	Chord	4/4	5	1	1/16	1/16	1	873										
41	41	655/4	655/4	0.25	15/16	15/16	Chord	4/4	5	1	1/16	1/16	1	874										
41	41	163	163	1.0	3/4	3/4	Chord	4/4	5	2	1/4	1/4	1	875										
42	42	164	164	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	876										
42	42	165	165	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	877	-bis:									
42	42	164	164	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	878										
42	42	166	166	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	879	-bis:									
42	42	167	167	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	880	Pas-									
42	42	165	165	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	881	Sub									
42	42	166	166	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	882	Pon-									
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	883	-ti-									
42	42	164	164	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	884										
42	42	164	164	1.0	0	0	Chord	4/4	5	2	1/4	1/4	1	885										
42	42	165	165	1.0	1/4	1/4	Chord	4/4	5	2	1/4	1/4	1	886										
42	42	166	166	1.5	1/2	1/2	Chord	4/4	5	2	3/8	1/4	3/2	887										
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	5	2	1/8	1/8	1	888										
43	43	169	169	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	889	Pas-									
43	43	171	171	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	890										
43	43	343/2	343/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	891										
43	43	168	168	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	892	--									
43	43	169	169	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	893	sus									
43	43	170	170	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	894	et									
43	43	171	171	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	895	se-									
43	43	168	168	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	896	-o									
43	43	169	169	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	897	Pi-									
43	43	170	170	0.0	1/2	1/2	StaffText	4/4	4	1	0						"<font size=""7""/><font face=""Times New Roman""/>1"							
43	43	170	170	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	898	-la-									
43	43	341/2	341/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	899										
43	43	171	171	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	900										
43	43	168	168	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	901										
43	43	169	169	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	902										
43	43	170	170	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	903										
43	43	341/2	341/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	904										
43	43	171	171	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	905										
44	44	172	172	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	906										
44	44	173	173	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	907	-sus									
44	44	175	175	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	908	sub									
44	44	172	172	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	909	-pul-									14
44	44	173	173	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	910										
44	44	175	175	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	911	-tus									
44	44	174	174	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	912	Pas-									
44	44	172	172	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	913										
44	44	173	173	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	914	-to									
44	44	174	174	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	915	pas-									15
44	44	175	175	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	916										
44	44	172	172	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	917										
44	44	173	173	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	918										
44	44	174	174	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	919										
44	44	175	175	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	920										
45	45	176	176	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	921	Pon-									
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	922	-ti-									
45	45	178	178	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	923	-o									
45	45	179	179	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	924	Pi-									
45	45	176	176	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	925	est,									
45	45	179	179	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	926	pas-									
45	45	176	176	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	927										
45	45	177	177	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	928	-sus,									
45	45	178	178	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	929	pas-									
45	45	176	176	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	930	-sw,									
45	45	177	177	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	931	pas-									
45	45	179	179	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	932	-sw									
45	45	176	176	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	933										
45	45	177	177	2.0	1/4	1/4	Chord	4/4	5	1	1/2	1/2	1	934										
45	45	179	179	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	935										
46	46	180	180	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	936	-la-									
46	46	361/2	361/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	937										
46	46	181	181	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	938										
46	46	183	183	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	939	--									
46	46	180	180	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	940										
46	46	181	181	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	941	-sus,									
46	46	182	182	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	942	pas-									
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	943	-sw									
46	46	180	180	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	944										
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	945										
46	46	182	182	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	946										
46	46	183	183	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	947										
46	46	180	180	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	948	et									
46	46	181	181	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	949	se-									
46	46	182	182	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	950	-pul-									
46	46	183	183	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	951	-tus									
46	46	180	180	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	952										
46	46	181	181	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	953										
46	46	182	182	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	954										
46	46	183	183	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	955										
47	47	184	184	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	956	to,									
47	47	185	185	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	957	pas-									
47	47	187	187	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	958	-sw,									
47	47	184	184	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	959	et									
47	47	185	185	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	960	se-									
47	47	186	186	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	961	-pul-									
47	47	187	187	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	962	-tw,									
47	47	184	184	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	963										
47	47	185	185	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	964										
47	47	186	186	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	965										
47	47	187	187	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	966										
47	47	184	184	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	967	est,									
47	47	187	187	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	968	pa-									
47	47	184	184	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	969										
47	47	187	187	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	970										
48	48	188	188	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	971	pa-									
48	48	189	189	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	972										
48	48	191	191	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	973										
48	48	188	188	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	974	pas-									
48	48	189	189	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	975										
48	48	190	190	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	976										
48	48	381/2	381/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	977										
48	48	191	191	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	978										
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	979										
48	48	188	188	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	980										
48	48	377/2	377/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	981	--									
48	48	189	189	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	982										
48	48	190	190	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	983	sus,									
48	48	191	191	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	984	pas-									
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	985										
48	48	188	188	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	986										
48	48	189	189	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	987										
48	48	190	190	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	988										
48	48	191	191	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	989										
48	48	188	188	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	990										
48	48	189	189	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	991										
48	48	190	190	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	992										
48	48	191	191	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	993										
49	49	192	192	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	994										
49	49	385/2	385/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	995										
49	49	193	193	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	996										
49	49	194	194	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	997										
49	49	389/2	389/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	998	-sw									
49	49	195	195	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	999	et									
49	49	391/2	391/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1000	se-									
49	49	192	192	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1001										
49	49	385/2	385/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1002	---									
49	49	193	193	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1003										
49	49	387/2	387/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	1004										
49	49	775/4	775/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	1005										
49	49	194	194	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1006										
49	49	389/2	389/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1007										
49	49	195	195	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1008	---									
49	49	192	192	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	1009										
49	49	385/2	385/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	1010										
49	49	193	193	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1011										
49	49	194	194	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1012										
49	49	389/2	389/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1013										
49	49	195	195	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1014	---									
49	49	192	192	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1015										
49	49	193	193	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1016	-sw									
49	49	194	194	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	1017	et									
49	49	391/2	391/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1018	se-									
49	49	192	192	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1019										
49	49	193	193	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1020										
49	49	194	194	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	1021										
49	49	391/2	391/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	1022										
50	50	196	196	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1023	-pul-									16
50	50	197	197	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	1024										
50	50	199	199	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1025	-tus									
50	50	196	196	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1026										
50	50	393/2	393/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1027	-sus									
50	50	197	197	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1028	et									
50	50	395/2	395/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1029	se-									
50	50	198	198	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	1030	-pul-									
50	50	399/2	399/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1031	-tus									
50	50	196	196	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	1032										
50	50	393/2	393/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	1033	-sus									
50	50	197	197	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	1034	et									
50	50	395/2	395/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1035	se-									
50	50	198	198	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	1036	-pul-									
50	50	399/2	399/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1037	-tus									
50	50	196	196	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1038	-pul-									
50	50	197	197	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1039	-tw									
50	50	198	198	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1040	est.									
50	50	196	196	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1041										
50	50	197	197	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1042										
50	50	198	198	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1043										
51	51	200	200	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1044	est.									
51	51	200	200	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1045	est.									
51	51	202	202	0.75	1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	1046	E-									
51	51	811/4	811/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	1047	-ti-									
51	51	203	203	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1048	-am									
51	51	407/2	407/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1049	pm									
51	51	200	200	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1050	est.									
51	51	200	200	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1051	Crl-									
51	51	202	202	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1052	-ci									
51	51	200	200	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1053										
51	51	202	202	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1054										
52	52	204	204	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1055	nO-									
52	52	409/2	409/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	1056										
52	52	819/4	819/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	1057										
52	52	205	205	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1058										
52	52	411/2	411/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1059										
52	52	206	206	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1060										
52	52	413/2	413/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	1061										
52	52	827/4	827/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	1062										
52	52	207	207	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1063										
52	52	415/2	415/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1064										
52	52	204	204	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1065	ti									17
52	52	206	206	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1066										
52	52	204	204	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1067										
52	52	206	206	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1068										
53	53	208	208	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1069	Cru-									
53	53	210	210	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1070	-ci									
53	53	208	208	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1071										
53	53	417/2	417/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1072										
53	53	209	209	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1073										
53	53	419/2	419/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1074	---									
53	53	210	210	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1075										
53	53	208	208	0.75	0	0	Chord	4/4	3	1	3/16	1/8	3/2	1076	E-									
53	53	835/4	835/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	1077	-ti-									
53	53	209	209	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	1078	-am									
53	53	419/2	419/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1079	pro									
53	53	210	210	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1080	no-									
53	53	211	211	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1081	-bis,									
53	53	208	208	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1082	xls									
53	53	210	210	0.75	1/2	1/2	Chord	4/4	4	1	3/16	1/8	3/2	1083	e-									
53	53	843/4	843/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	1084	-ti-									
53	53	211	211	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	1085	-am									
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1086	pro									
53	53	208	208	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1087										
53	53	210	210	0.75	1/2	1/2	Chord	4/4	5	1	3/16	1/8	3/2	1088										
53	53	843/4	843/4	0.25	11/16	11/16	Chord	4/4	5	1	1/16	1/16	1	1089										
53	53	211	211	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	1090										
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	1091										
54	54	212	212	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1092	ti									
54	54	214	214	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1093										
54	54	212	212	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1094										
54	54	213	213	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1095										
54	54	214	214	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1096										
54	54	429/2	429/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1097										
54	54	215	215	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1098										
54	54	425/2	425/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	1099	pro									
54	54	213	213	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	1100	no-									
54	54	427/2	427/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	1101										
54	54	855/4	855/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	1102										
54	54	214	214	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1103										
54	54	429/2	429/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1104	---									
54	54	215	215	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1105										
54	54	431/2	431/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1106										
54	54	212	212	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	1107	no									
54	54	425/2	425/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	1108										
54	54	851/4	851/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	1109										
54	54	213	213	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	1110										
54	54	427/2	427/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	1111										
54	54	214	214	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	1112										
54	54	429/2	429/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	1113										
54	54	859/4	859/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	1114										
54	54	215	215	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	1115										
54	54	431/2	431/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1116										
54	54	212	212	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	1117										
54	54	425/2	425/2	0.25	1/8	1/8	Chord	4/4	5	1	1/16	1/16	1	1118										
54	54	851/4	851/4	0.25	3/16	3/16	Chord	4/4	5	1	1/16	1/16	1	1119										
54	54	213	213	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	1120										
54	54	427/2	427/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	1121										
54	54	214	214	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	1122										
54	54	429/2	429/2	0.25	5/8	5/8	Chord	4/4	5	1	1/16	1/16	1	1123										
54	54	859/4	859/4	0.25	11/16	11/16	Chord	4/4	5	1	1/16	1/16	1	1124										
54	54	215	215	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	1125										
54	54	431/2	431/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	1126										
55	55	216	216	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""12""/><font face=""Times New Roman""/>5"							
55	55	216	216	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1127	xus,									
55	55	216	216	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1128										
55	55	218	218	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1129	-bis:									
55	55	216	216	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	1130	---									
55	55	433/2	433/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	1131										
55	55	867/4	867/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	1132										
55	55	217	217	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	1133										
55	55	435/2	435/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1134										
55	55	218	218	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1135										
55	55	437/2	437/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1136										
55	55	219	219	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1137	-bis:									
55	55	439/2	439/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1138	Sub									
55	55	216	216	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	1139										
55	55	433/2	433/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	1140										
55	55	867/4	867/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	1141										
55	55	217	217	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	1142										
